wl,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
347.290009,0.039500003,0.0989,0.0229,0.023499999,0.1119,0.039299997,0.0955,0.0364,0.0252,0.0242,0.1188,0.037300003,0.0441,0.0626,0.041,0.0449,0.0457,0.0411,0.0774,0.0457,0.0487,0.0502,0.0544,0.0442,0.050500003,0.0229,0.0229,0.0314,0.0287,0.0227,0.0316,0.035,0.0361,0.0333,0.0355,0.0304,0.05,0.0514,0.0573,0.066699994,0.0501,0.087800006,0.0588,0.0947,0.0798,0.0959,0.098,0.0937,0.1158,0.1326,0.05769,0.06009,0.04241,0.07501,0,0.06479,0.15172,0.0444,0.046,0.05083,0.04899,0.04698,0.04221,0.0518,0.04524,0.04819,0.04015,0.04119,0.04362,0.07943,0.06168,0.04544,0.03982,0.3933,0.04514,0.04253,0.06729,0.04744,0.34207,0.13953,0.12325,0.04377,0.07093,0.10593,0.11054,0.06536,0.05729,0.02673,0.09723,0.05394,0.0916,0.04039,0.05258,0.06648,0.03321,0.07029,0.06686,0.06133,0.13814,0.044148929,0.044148929,0.1399302,0.1399302,0.04509167,0.04509167,0.023680229,0.023680229,0.017923459,0.017923459,0.025240282,0.025240282,0.13568413,0.13568413,0.17067769,0.17067769,0.10358752,0.10358752,0.030300925,0.030300925,0.13471724,0.13471724,0.043579157,0.043579157,0.089161977,0.089161977,0.12017109,0.12017109,0.078557044,0.078557044,0.090436846,0.090436846,0.080524772,0.080524772,0.088608876,0.088608876,0.022411113,0.031597462
352.299988,0.039655078,0.099358376,0.023053,0.023510528,0.112113118,0.039800628,0.096080209,0.036153844,0.025639123,0.024185526,0.118955077,0.038162584,0.042989517,0.063737339,0.040498475,0.045447992,0.046127551,0.041816856,0.07866749,0.045179221,0.049313454,0.050748423,0.054080557,0.043943451,0.050192057,0.024102949,0.023542203,0.032161897,0.030054488,0.023798086,0.032021667,0.034280505,0.0354389,0.032593392,0.034423808,0.029752329,0.049986215,0.052003059,0.057328394,0.067052121,0.050586771,0.088482024,0.058704069,0.094826536,0.079611735,0.096477846,0.098689776,0.094543747,0.116752002,0.134095989,0.055479683,0.058189343,0.046101725,0.078389825,0,0.064900838,0.152175743,0.04136468,0.045934728,0.053224713,0.053310312,0.046142524,0.040053905,0.054506739,0.045090717,0.043899431,0.038220791,0.040762058,0.040935646,0.080642119,0.065519685,0.043389509,0.036100323,0.396912564,0.045825556,0.038493237,0.06895186,0.044723431,0.346354484,0.140236431,0.12266712,0.04395848,0.0692321,0.1074405,0.113733532,0.070113329,0.058653365,0.028034814,0.09630047,0.054950044,0.092046861,0.042710324,0.053253153,0.064306705,0.033586865,0.068644565,0.065460369,0.066269464,0.138442628,0.044141927,0.044141927,0.139427529,0.139427529,0.045583099,0.045583099,0.023775584,0.023775584,0.018095135,0.018095135,0.025242278,0.025242278,0.135363851,0.135363851,0.170973735,0.170973735,0.102528494,0.102528494,0.030372544,0.030372544,0.134773423,0.134773423,0.043832138,0.043832138,0.089455988,0.089455988,0.1191712,0.1191712,0.078283694,0.078283694,0.09027835,0.09027835,0.079202007,0.079202007,0.087439198,0.087439198,0.021925505,0.03250632
357.309998,0.039956038,0.099650401,0.023431845,0.023781089,0.112620733,0.039924304,0.096323659,0.036530852,0.025792233,0.024443472,0.119725306,0.038485109,0.044207394,0.064987197,0.041370647,0.046335469,0.047563676,0.042837976,0.080405807,0.045983163,0.050470893,0.051593209,0.055020486,0.044909148,0.051117181,0.023715163,0.023445763,0.031055004,0.030442079,0.023450736,0.032299272,0.034420927,0.035372224,0.032889948,0.034233267,0.029986064,0.049974788,0.052419745,0.057460226,0.067468266,0.05131922,0.08949825,0.059064072,0.096128009,0.081047495,0.097470866,0.09989958,0.09573389,0.118469648,0.13568716,0.056722738,0.056617352,0.043665776,0.079047938,0,0.063589632,0.153828734,0.040229807,0.044967475,0.052146788,0.050521257,0.045651004,0.039202299,0.05126181,0.043844742,0.043456768,0.036717228,0.039602446,0.039814139,0.082417971,0.065477922,0.042688536,0.034924014,0.401793167,0.045977847,0.037257687,0.067795819,0.04451133,0.350676486,0.14203114,0.123712703,0.044786919,0.070584844,0.107754106,0.1152848,0.071474397,0.058873865,0.027347501,0.096042831,0.056196389,0.094911064,0.043816208,0.051429568,0.06389597,0.033418826,0.069602875,0.065592304,0.067879639,0.14010535,0.044858534,0.044858534,0.138929446,0.138929446,0.046553065,0.046553065,0.024134202,0.024134202,0.018460811,0.018460811,0.02519695,0.02519695,0.133951262,0.133951262,0.170642596,0.170642596,0.099337128,0.099337128,0.030936688,0.030936688,0.130226354,0.130226354,0.044733285,0.044733285,0.087072418,0.087072418,0.11489744,0.11489744,0.074502325,0.074502325,0.089847774,0.089847774,0.074280165,0.074280165,0.083967028,0.083967028,0.022675433,0.033705047
362.320007,0.040515359,0.100809613,0.023815839,0.024128249,0.113586043,0.040727957,0.097632533,0.03694511,0.026346595,0.024615819,0.121052445,0.039982679,0.044809901,0.066686163,0.041984226,0.047136837,0.047967257,0.044207899,0.08214653,0.046303278,0.051840491,0.052407373,0.05573646,0.045772712,0.05227336,0.024420956,0.023791056,0.032698037,0.031459863,0.024209173,0.032875011,0.034377455,0.035364647,0.032853803,0.034205224,0.030529293,0.050382553,0.053162099,0.057917802,0.068081111,0.051585186,0.090290054,0.059582011,0.097215167,0.081945131,0.098775638,0.101070727,0.097170539,0.119954261,0.137856934,0.056988071,0.055122063,0.045753295,0.081185386,0,0.065044787,0.155257476,0.03834399,0.044054264,0.05223587,0.052505419,0.045452744,0.03832131,0.053203746,0.042801625,0.042558394,0.036177128,0.038859162,0.041037348,0.082602785,0.065876721,0.041290419,0.033884104,0.404368236,0.046924642,0.03597283,0.068128657,0.04333563,0.354123045,0.143009869,0.125132054,0.044580606,0.07186191,0.109284943,0.115676607,0.074038263,0.061148656,0.027913165,0.096794419,0.056001991,0.095662771,0.047510731,0.050254397,0.064417962,0.032406566,0.069368429,0.065711792,0.069564485,0.139896195,0.045282699,0.045282699,0.135964895,0.135964895,0.047541685,0.047541685,0.024563716,0.024563716,0.018996505,0.018996505,0.025442791,0.025442791,0.133481269,0.133481269,0.169109867,0.169109867,0.096296592,0.096296592,0.031636184,0.031636184,0.126389866,0.126389866,0.045761515,0.045761515,0.084367064,0.084367064,0.111841435,0.111841435,0.071152683,0.071152683,0.08964303,0.08964303,0.070170732,0.070170732,0.081717039,0.081717039,0.022986505,0.034881018
367.320007,0.040932657,0.101625856,0.023657622,0.024044038,0.114169324,0.041039429,0.09821657,0.037872309,0.026348231,0.024683652,0.122035401,0.040914253,0.045987728,0.068423661,0.043207217,0.048560155,0.049094637,0.045147208,0.084318965,0.047700222,0.053403313,0.054009217,0.056902018,0.04717029,0.053503361,0.024917575,0.024528153,0.032817368,0.03243568,0.024892231,0.034401014,0.034321458,0.035538996,0.032703525,0.034169361,0.030703381,0.050616849,0.053538183,0.058315555,0.068880956,0.051811014,0.091534543,0.060102483,0.098550663,0.082425409,0.099752232,0.101650822,0.098025147,0.121185188,0.139079129,0.058084568,0.055317151,0.047813699,0.08156632,0,0.065216583,0.158708781,0.03880796,0.043509424,0.05271953,0.054263217,0.045808548,0.038544743,0.0547572,0.043372639,0.042042339,0.036771905,0.037959444,0.041923445,0.084463023,0.066966008,0.041363804,0.03439144,0.40853124,0.047776866,0.035815065,0.069659457,0.042472675,0.359393578,0.143585479,0.126296084,0.046218505,0.072497899,0.112073317,0.118397349,0.07500578,0.062981618,0.028810909,0.098991244,0.057117799,0.098130857,0.052261676,0.049916051,0.067601076,0.032788071,0.07105657,0.067931907,0.070169945,0.141794686,0.045860782,0.045860782,0.13506402,0.13506402,0.048468143,0.048468143,0.025034712,0.025034712,0.019553168,0.019553168,0.026350411,0.026350411,0.133823518,0.133823518,0.167528787,0.167528787,0.094532656,0.094532656,0.032384572,0.032384572,0.124211333,0.124211333,0.046771342,0.046771342,0.083476148,0.083476148,0.109766991,0.109766991,0.067784555,0.067784555,0.089105568,0.089105568,0.068166312,0.068166312,0.080639172,0.080639172,0.023254991,0.036344388
372.329987,0.042188206,0.103003112,0.024356246,0.024676764,0.115334013,0.042685247,0.099524017,0.039257186,0.026863644,0.025112456,0.123724444,0.041811854,0.047651016,0.070275023,0.045070208,0.049080278,0.051008976,0.046329485,0.086131728,0.049295157,0.055900913,0.056239996,0.058443421,0.049187372,0.054986161,0.025237519,0.024659975,0.034814833,0.033465384,0.025113504,0.035706489,0.034429773,0.03527551,0.032909614,0.034098942,0.030634526,0.050900304,0.053723737,0.058926893,0.069227353,0.052345071,0.09261007,0.060681696,0.100030897,0.083148523,0.100741485,0.10290252,0.099169043,0.122726303,0.141190099,0.059198454,0.055035199,0.048468523,0.082578084,0,0.068051674,0.160536568,0.038243165,0.042961361,0.053350408,0.054521238,0.04653199,0.038176133,0.055268496,0.042765171,0.042782662,0.037992245,0.038365748,0.042611361,0.086557842,0.069165691,0.041030742,0.033632704,0.412008454,0.048259143,0.035622877,0.071526332,0.042183495,0.364287105,0.144099771,0.127325794,0.046416425,0.073857486,0.115421161,0.12162182,0.077518804,0.06557158,0.030486996,0.101397918,0.058059023,0.099324886,0.057443461,0.050169951,0.068677408,0.032356704,0.074249467,0.072480796,0.071859023,0.141727255,0.046715178,0.046715178,0.133973063,0.133973063,0.049559994,0.049559994,0.025593801,0.025593801,0.02034135,0.02034135,0.027533123,0.027533123,0.134214791,0.134214791,0.167389227,0.167389227,0.094492917,0.094492917,0.033275655,0.033275655,0.124401922,0.124401922,0.048031254,0.048031254,0.083726104,0.083726104,0.108574467,0.108574467,0.067144528,0.067144528,0.088984032,0.088984032,0.067347147,0.067347147,0.081569144,0.081569144,0.024352674,0.037332574
377.339996,0.042854862,0.104194283,0.024643848,0.024885166,0.116497386,0.043538438,0.100649694,0.039832237,0.027265868,0.025511309,0.124904935,0.043391273,0.049408615,0.072910124,0.046895109,0.051244256,0.052808977,0.048357254,0.089661988,0.051499339,0.058436723,0.058640772,0.060675937,0.051526375,0.057457965,0.025929662,0.025640401,0.035637655,0.03524238,0.025635219,0.037402956,0.035096019,0.03577027,0.033076385,0.034527498,0.031182727,0.051627765,0.054475983,0.059590254,0.070423449,0.053104706,0.093898533,0.061430849,0.101648778,0.08415583,0.101645828,0.103866639,0.100286429,0.123753567,0.142732457,0.060247631,0.054804577,0.050156384,0.084057813,0.14249,0.069857874,0.162216855,0.038200519,0.042659524,0.054122401,0.056579818,0.046427212,0.038269366,0.057340234,0.042796482,0.041604927,0.039563314,0.038183922,0.044613726,0.088020726,0.07152794,0.041109519,0.033845533,0.414439235,0.049047064,0.035700972,0.072131963,0.041057958,0.369189421,0.146540142,0.128455938,0.047088417,0.075716013,0.117800123,0.124034171,0.079794517,0.066659177,0.030888816,0.102510122,0.059155076,0.100715074,0.060676011,0.050898417,0.070036807,0.031977466,0.078166803,0.077757939,0.074080556,0.142973735,0.047585577,0.047585577,0.134028194,0.134028194,0.050817872,0.050817872,0.02634355,0.02634355,0.021419635,0.021419635,0.029128785,0.029128785,0.136127918,0.136127918,0.167870819,0.167870819,0.095358576,0.095358576,0.034368306,0.034368306,0.12521624,0.12521624,0.049519843,0.049519843,0.084902744,0.084902744,0.1081016,0.1081016,0.066512548,0.066512548,0.089725206,0.089725206,0.067057247,0.067057247,0.082762962,0.082762962,0.02538549,0.03918308
382.350006,0.043973625,0.105583401,0.025306656,0.025834099,0.117895642,0.04449618,0.101907563,0.041169679,0.028088045,0.02632161,0.126622392,0.044661379,0.051441323,0.075578061,0.04857194,0.053060144,0.054790712,0.049833772,0.092382002,0.053432916,0.060593798,0.061157681,0.06278998,0.05377749,0.059751399,0.026830775,0.026206043,0.038218534,0.037615122,0.026591787,0.040616064,0.03445198,0.035515166,0.032696557,0.034118577,0.031174654,0.052049463,0.05531549,0.06008069,0.071158543,0.053548605,0.095825511,0.062404972,0.103494249,0.085282009,0.102482168,0.104673175,0.101317215,0.124989769,0.144330778,0.060997041,0.053943682,0.052145133,0.086307462,0.142779148,0.070133708,0.165091857,0.037219301,0.042839617,0.055085969,0.058404424,0.048077055,0.037549841,0.059242817,0.041928168,0.041950294,0.042671724,0.038015907,0.045996445,0.089809102,0.075444039,0.040430212,0.03282498,0.416358568,0.049039712,0.034633894,0.073114606,0.041779291,0.375131989,0.147330445,0.130537703,0.048375785,0.078374225,0.120887149,0.126315324,0.082798943,0.069225148,0.032287191,0.104928876,0.060465789,0.102890571,0.064568009,0.053184752,0.071968451,0.031970929,0.084837302,0.085169139,0.076292164,0.144672636,0.048858138,0.048858138,0.134475594,0.134475594,0.052116149,0.052116149,0.0271919,0.0271919,0.022772071,0.022772071,0.031158395,0.031158395,0.138294639,0.138294639,0.168370552,0.168370552,0.096726433,0.096726433,0.035645926,0.035645926,0.126912107,0.126912107,0.051092567,0.051092567,0.086760317,0.086760317,0.108859099,0.108859099,0.066623481,0.066623481,0.091258649,0.091258649,0.068031142,0.068031142,0.085188683,0.085188683,0.026009686,0.041575348
387.350006,0.044788795,0.106691136,0.026135835,0.026508374,0.11931909,0.045410719,0.103534736,0.042161146,0.028838176,0.026935526,0.128015452,0.046573469,0.05270382,0.07832655,0.050545263,0.055016516,0.056361952,0.052091453,0.095524209,0.055964293,0.062695953,0.06359391,0.065424887,0.05666928,0.062661519,0.027976484,0.027195265,0.040549332,0.040017994,0.027702405,0.04349373,0.035233562,0.036321307,0.033336208,0.034726293,0.031939046,0.05247727,0.055731341,0.06079187,0.071763418,0.054264225,0.097382882,0.063230547,0.105349942,0.085913001,0.103315642,0.105527901,0.102302093,0.12626995,0.145954559,0.061690351,0.053793152,0.053524173,0.087514952,0.146599405,0.071992161,0.167409532,0.036701639,0.04294002,0.055597508,0.059595927,0.048627689,0.037313336,0.061001835,0.042094103,0.042300262,0.046119859,0.038133132,0.047518141,0.0914322,0.077862104,0.04042893,0.032365164,0.41963971,0.050053483,0.03441953,0.073505566,0.041413292,0.379622805,0.149331415,0.131136015,0.049144439,0.079452201,0.122693255,0.128679728,0.084879528,0.070889426,0.032979123,0.107572847,0.062550158,0.104383009,0.066632493,0.055044673,0.073771849,0.032505049,0.091473864,0.092771337,0.077802447,0.14571318,0.0503439,0.0503439,0.135559035,0.135559035,0.053673241,0.053673241,0.028257504,0.028257504,0.024480523,0.024480523,0.033680834,0.033680834,0.140291449,0.140291449,0.168812487,0.168812487,0.098394668,0.098394668,0.03699078,0.03699078,0.128711029,0.128711029,0.052816973,0.052816973,0.088686312,0.088686312,0.108747403,0.108747403,0.0671469,0.0671469,0.092309094,0.092309094,0.069353915,0.069353915,0.088285184,0.088285184,0.027946369,0.043831399
392.359985,0.045361273,0.107470902,0.026435292,0.026833815,0.12002075,0.046069604,0.104116805,0.04291717,0.029328262,0.027239616,0.128460661,0.048385603,0.054083662,0.081220046,0.051789053,0.057093508,0.058105901,0.053762105,0.098306719,0.057102263,0.064720456,0.065959822,0.06691837,0.058432994,0.064139952,0.028556538,0.027986216,0.043473955,0.043438927,0.028668813,0.047626736,0.034540419,0.035429372,0.032652199,0.034030543,0.031598538,0.052236344,0.055610055,0.061029693,0.071576079,0.05424387,0.098278245,0.063328014,0.106239382,0.086281207,0.103661156,0.10589484,0.102845431,0.126583622,0.146660621,0.06302684,0.053603433,0.055790708,0.088256552,0.149773878,0.073577073,0.170113319,0.036777683,0.042386649,0.056080913,0.06148929,0.049101099,0.037239863,0.063603562,0.042849705,0.042923185,0.050895035,0.038216787,0.048069135,0.092560802,0.080870139,0.040919693,0.032392246,0.422789844,0.0510239,0.034541982,0.074638875,0.040938101,0.384530323,0.150595389,0.132460329,0.050351765,0.082170772,0.126029714,0.131149031,0.086552466,0.072277442,0.034221396,0.109902935,0.062881396,0.105629139,0.068285125,0.057965814,0.075095678,0.032133305,0.098709367,0.101231154,0.079078498,0.147079636,0.051883022,0.051883022,0.136527783,0.136527783,0.05540205,0.05540205,0.02934317,0.02934317,0.02638926,0.02638926,0.036724421,0.036724421,0.14187548,0.14187548,0.169148157,0.169148157,0.09961232,0.09961232,0.03830766,0.03830766,0.131235954,0.131235954,0.054451661,0.054451661,0.09068796,0.09068796,0.10867844,0.10867844,0.066915835,0.066915835,0.093212145,0.093212145,0.070126317,0.070126317,0.090631601,0.090631601,0.029268818,0.046028136
